286.25	200
286.25	200.25
286.249	200.5
286.247	200.749
286.244	200.999
286.241	201.249
286.237	201.499
286.232	201.748
286.227	201.998
286.221	202.248
286.214	202.497
286.206	202.747
286.198	202.997
286.189	203.246
286.179	203.496
286.169	203.745
286.157	203.995
286.146	204.244
286.133	204.494
286.119	204.743
286.105	204.993
286.091	205.242
286.075	205.491
286.059	205.74
286.042	205.99
286.024	206.239
286.006	206.488
285.986	206.737
285.967	206.986
285.946	207.235
285.925	207.484
285.903	207.732
285.88	207.981
285.856	208.23
285.832	208.478
285.807	208.727
285.782	208.975
285.755	209.224
285.728	209.472
285.701	209.72
285.672	209.968
285.643	210.217
285.613	210.464
285.582	210.712
285.551	210.96
285.519	211.208
285.486	211.455
285.452	211.703
285.418	211.95
285.383	212.198
285.347	212.445
285.311	212.692
285.274	212.939
285.236	213.186
285.198	213.433
285.158	213.679
285.118	213.926
285.078	214.172
285.036	214.419
284.994	214.665
284.951	214.911
284.908	215.157
284.864	215.403
284.819	215.648
284.773	215.894
284.727	216.139
284.679	216.385
284.632	216.63
284.583	216.875
284.534	217.12
284.484	217.364
284.433	217.609
284.382	217.853
284.33	218.098
284.277	218.342
284.224	218.586
284.17	218.83
284.115	219.073
284.059	219.317
284.003	219.56
283.946	219.803
283.888	220.046
283.83	220.289
283.771	220.532
283.711	220.774
283.65	221.017
283.589	221.259
283.527	221.501
283.464	221.743
283.401	221.984
283.337	222.226
283.272	222.467
283.207	222.708
283.141	222.949
283.074	223.189
283.007	223.43
282.938	223.67
282.87	223.91
282.8	224.15
282.73	224.39
282.659	224.629
282.587	224.869
282.515	225.108
282.442	225.347
282.368	225.585
282.293	225.824
282.218	226.062
282.142	226.3
282.066	226.538
281.989	226.775
281.911	227.012
281.832	227.249
281.753	227.486
281.673	227.723
281.593	227.959
281.511	228.196
281.429	228.431
281.347	228.667
281.263	228.903
281.179	229.138
281.094	229.373
281.009	229.607
280.923	229.842
280.836	230.076
280.749	230.31
280.661	230.544
280.572	230.777
280.482	231.01
280.392	231.243
280.301	231.476
280.21	231.709
280.118	231.941
280.025	232.173
279.931	232.404
279.837	232.635
279.742	232.867
279.647	233.097
279.551	233.328
279.454	233.558
279.356	233.788
279.258	234.018
279.159	234.247
279.06	234.476
278.96	234.705
278.859	234.933
278.757	235.162
278.655	235.39
278.552	235.617
278.449	235.845
278.345	236.072
278.24	236.298
278.135	236.525
278.028	236.751
277.922	236.977
277.814	237.202
277.706	237.427
277.598	237.652
277.488	237.877
277.378	238.101
277.267	238.325
277.156	238.549
277.044	238.772
276.932	238.995
276.818	239.217
276.704	239.44
276.59	239.662
276.475	239.883
276.359	240.105
276.242	240.325
276.125	240.546
276.008	240.766
275.889	240.986
275.77	241.206
275.651	241.425
275.53	241.644
275.409	241.863
275.288	242.081
275.166	242.299
275.043	242.516
274.919	242.733
274.795	242.95
274.671	243.166
274.545	243.383
274.419	243.598
274.293	243.814
274.166	244.029
274.038	244.243
273.909	244.457
273.78	244.671
273.651	244.885
273.52	245.098
273.39	245.31
273.258	245.523
273.126	245.735
272.993	245.946
272.86	246.158
272.726	246.368
272.591	246.579
272.456	246.789
272.32	246.998
272.184	247.208
272.047	247.416
271.909	247.625
271.771	247.833
271.632	248.041
271.493	248.248
271.353	248.455
271.212	248.661
271.071	248.867
270.929	249.073
270.787	249.278
270.644	249.483
270.5	249.687
270.356	249.891
270.211	250.095
270.066	250.298
269.92	250.5
269.773	250.703
269.626	250.904
269.478	251.106
269.33	251.307
269.181	251.507
269.032	251.708
268.882	251.907
268.731	252.106
268.58	252.305
268.428	252.504
268.276	252.702
268.123	252.899
267.97	253.096
267.816	253.293
267.661	253.489
267.506	253.685
267.35	253.88
267.194	254.075
267.037	254.269
266.879	254.463
266.721	254.656
266.563	254.849
266.404	255.042
266.244	255.234
266.084	255.426
265.923	255.617
265.762	255.807
265.6	255.998
265.437	256.187
265.274	256.377
265.111	256.565
264.947	256.754
264.782	256.942
264.617	257.129
264.451	257.316
264.285	257.502
264.118	257.688
263.951	257.874
263.783	258.059
263.615	258.243
263.446	258.427
263.276	258.61
263.106	258.793
262.936	258.976
262.765	259.158
262.593	259.339
262.421	259.52
262.248	259.701
262.075	259.881
261.902	260.06
261.727	260.24
261.553	260.418
261.377	260.596
261.202	260.773
261.025	260.95
260.849	261.127
260.671	261.303
260.494	261.478
260.315	261.653
260.137	261.828
259.957	262.002
259.777	262.175
259.597	262.348
259.416	262.52
259.235	262.692
259.053	262.863
258.871	263.034
258.688	263.204
258.505	263.374
258.321	263.543
258.137	263.712
257.952	263.88
257.767	264.047
257.581	264.214
257.395	264.381
257.208	264.547
257.021	264.712
256.833	264.877
256.645	265.041
256.457	265.205
256.268	265.368
256.078	265.531
255.888	265.693
255.698	265.855
255.507	266.016
255.315	266.176
255.124	266.336
254.931	266.495
254.738	266.654
254.545	266.812
254.351	266.97
254.157	267.127
253.963	267.284
253.768	267.44
253.572	267.595
253.376	267.75
253.18	267.904
252.983	268.058
252.785	268.211
252.588	268.364
252.39	268.516
252.191	268.667
251.992	268.818
251.792	268.968
251.592	269.118
251.392	269.267
251.191	269.416
250.99	269.564
250.788	269.711
250.586	269.858
250.384	270.004
250.181	270.15
249.977	270.295
249.774	270.439
249.569	270.583
249.365	270.726
249.16	270.869
248.954	271.011
248.749	271.152
248.542	271.293
248.336	271.433
248.129	271.573
247.921	271.712
247.713	271.851
247.505	271.988
247.296	272.126
247.087	272.262
246.878	272.398
246.668	272.534
246.458	272.669
246.247	272.803
246.036	272.937
245.825	273.07
245.613	273.202
245.401	273.334
245.188	273.465
244.975	273.596
244.762	273.725
244.548	273.855
244.334	273.983
244.12	274.112
243.905	274.239
243.69	274.366
243.474	274.492
243.258	274.618
243.042	274.743
242.825	274.867
242.608	274.991
242.391	275.114
242.173	275.236
241.955	275.358
241.737	275.479
241.518	275.6
241.299	275.72
241.08	275.839
240.86	275.957
240.64	276.076
240.419	276.193
240.198	276.31
239.977	276.426
239.756	276.541
239.534	276.656
239.312	276.77
239.089	276.884
238.866	276.997
238.643	277.109
238.42	277.22
238.196	277.331
237.972	277.442
237.748	277.551
237.523	277.66
237.298	277.768
237.072	277.876
236.847	277.983
236.621	278.09
236.394	278.195
236.168	278.3
235.941	278.405
235.714	278.509
235.486	278.612
235.258	278.714
235.03	278.816
234.802	278.917
234.573	279.017
234.344	279.117
234.115	279.216
233.886	279.315
233.656	279.413
233.426	279.51
233.195	279.606
232.965	279.702
232.734	279.797
232.502	279.892
232.271	279.985
232.039	280.078
231.807	280.171
231.575	280.263
231.342	280.354
231.109	280.444
230.876	280.534
230.643	280.623
230.409	280.711
230.175	280.799
229.941	280.886
229.707	280.973
229.472	281.058
229.238	281.143
229.002	281.228
228.767	281.311
228.532	281.394
228.296	281.476
228.06	281.558
227.823	281.639
227.587	281.719
227.35	281.799
227.113	281.878
226.876	281.956
226.638	282.033
226.401	282.11
226.163	282.186
225.925	282.262
225.686	282.336
225.448	282.41
225.209	282.484
224.97	282.556
224.731	282.628
224.492	282.7
224.252	282.77
224.012	282.84
223.772	282.909
223.532	282.978
223.292	283.046
223.051	283.113
222.81	283.179
222.569	283.245
222.328	283.31
222.087	283.374
221.845	283.438
221.603	283.501
221.362	283.563
221.119	283.624
220.877	283.685
220.635	283.745
220.392	283.805
220.149	283.863
219.906	283.921
219.663	283.979
219.42	284.035
219.177	284.091
218.933	284.146
218.689	284.201
218.445	284.255
218.201	284.308
217.957	284.36
217.713	284.412
217.468	284.463
217.224	284.513
216.979	284.562
216.734	284.611
216.489	284.659
216.243	284.707
215.998	284.753
215.753	284.799
215.507	284.845
215.261	284.889
215.015	284.933
214.769	284.976
214.523	285.018
214.277	285.06
214.03	285.101
213.784	285.141
213.537	285.181
213.291	285.22
213.044	285.258
212.797	285.295
212.55	285.332
212.303	285.368
212.055	285.403
211.808	285.438
211.561	285.472
211.313	285.505
211.065	285.537
210.818	285.569
210.57	285.6
210.322	285.63
210.074	285.66
209.826	285.689
209.577	285.717
209.329	285.744
209.081	285.771
208.832	285.797
208.584	285.822
208.335	285.846
208.087	285.87
207.838	285.893
207.589	285.915
207.34	285.937
207.092	285.958
206.843	285.978
206.594	285.998
206.345	286.016
206.095	286.034
205.846	286.052
205.597	286.068
205.348	286.084
205.098	286.099
204.849	286.114
204.6	286.127
204.35	286.14
204.101	286.152
203.851	286.164
203.602	286.175
203.352	286.185
203.103	286.194
202.853	286.203
202.603	286.211
202.354	286.218
202.104	286.224
201.854	286.23
201.605	286.235
201.355	286.239
201.105	286.243
200.855	286.246
200.606	286.248
200.356	286.249
200.106	286.25
199.856	286.25
199.606	286.249
199.357	286.248
199.107	286.245
198.857	286.242
198.607	286.239
198.358	286.234
198.108	286.229
197.858	286.223
197.609	286.217
197.359	286.21
197.109	286.202
196.86	286.193
196.61	286.183
196.361	286.173
196.111	286.162
195.862	286.151
195.612	286.138
195.363	286.125
195.113	286.111
194.864	286.097
194.615	286.082
194.365	286.066
194.116	286.049
193.867	286.032
193.618	286.014
193.369	285.995
193.12	285.975
192.871	285.955
192.622	285.934
192.373	285.912
192.124	285.89
191.876	285.867
191.627	285.843
191.378	285.818
191.13	285.793
190.882	285.767
190.633	285.74
190.385	285.712
190.137	285.684
189.889	285.655
189.641	285.626
189.393	285.595
189.145	285.564
188.897	285.532
188.65	285.5
188.402	285.467
188.155	285.433
187.907	285.398
187.66	285.363
187.413	285.327
187.166	285.29
186.919	285.252
186.672	285.214
186.425	285.175
186.179	285.135
185.932	285.095
185.686	285.054
185.44	285.012
185.194	284.97
184.948	284.926
184.702	284.882
184.456	284.838
184.21	284.792
183.965	284.746
183.719	284.7
183.474	284.652
183.229	284.604
182.984	284.555
182.739	284.505
182.495	284.455
182.25	284.404
182.006	284.352
181.762	284.3
181.518	284.246
181.274	284.193
181.03	284.138
180.787	284.083
180.543	284.027
180.3	283.97
180.057	283.913
179.814	283.855
179.571	283.796
179.329	283.736
179.086	283.676
178.844	283.615
178.602	283.553
178.36	283.491
178.118	283.428
177.877	283.364
177.635	283.3
177.394	283.235
177.153	283.169
176.913	283.103
176.672	283.035
176.432	282.967
176.192	282.899
175.952	282.83
175.712	282.76
175.472	282.689
175.233	282.618
174.994	282.545
174.755	282.473
174.516	282.399
174.278	282.325
